geography_id,geography_desc,geography_desc_full,total_units,"Calculated percentage of units for broadband serviceable locations contained within the geography for which providers report residential fixed broadband service with Copper, Cable, Fiber to the Premises, or Licensed Fixed Wireless technology and speeds of at least 25 / 3 Mbps."
21003,Allen County,"Allen County, KY",11495,0.98839998
21101,Henderson County,"Henderson County, KY",23373,0.98839998
29027,Callaway County,"Callaway County, MO",22322,0.98839998
47063,Hamblen County,"Hamblen County, TN",31589,0.98839998
34009,Cape May County,"Cape May County, NJ",117878,0.9885
36059,Nassau County,"Nassau County, NY",528654,0.9885
25019,Nantucket County,"Nantucket County, MA",14331,0.98860002
34035,Somerset County,"Somerset County, NJ",166343,0.98860002
27147,Steele County,"Steele County, MN",18590,0.98879999
31081,Hamilton County,"Hamilton County, NE",5745,0.98890001
46083,Lincoln County,"Lincoln County, SD",33255,0.98900002
12087,Monroe County,"Monroe County, FL",63484,0.98909998
51087,Henrico County,"Henrico County, VA",161733,0.98909998
34013,Essex County,"Essex County, NJ",376053,0.9892
27007,Beltrami County,"Beltrami County, MN",25715,0.98930001
34021,Mercer County,"Mercer County, NJ",176576,0.98930001
13135,Gwinnett County,"Gwinnett County, GA",376450,0.98940003
37019,Brunswick County,"Brunswick County, NC",105634,0.98940003
72135,Toa Alta Municipio,"Toa Alta Municipio, PR",28374,0.98940003
48355,Nueces County,"Nueces County, TX",172733,0.98949999
22005,Ascension Parish,"Ascension Parish, LA",59137,0.9896
42029,Chester County,"Chester County, PA",245681,0.9896
18089,Lake County,"Lake County, IN",239861,0.98970002
45013,Beaufort County,"Beaufort County, SC",114922,0.98970002
24025,Harford County,"Harford County, MD",112812,0.98989999
47157,Shelby County,"Shelby County, TN",439437,0.98989999
24009,Calvert County,"Calvert County, MD",39124,0.99000001
27117,Pipestone County,"Pipestone County, MN",6077,0.99000001
39143,Sandusky County,"Sandusky County, OH",30717,0.99000001
42077,Lehigh County,"Lehigh County, PA",166879,0.99000001
47115,Marion County,"Marion County, TN",16156,0.99000001
13127,Glynn County,"Glynn County, GA",49378,0.99010003
19163,Scott County,"Scott County, IA",87883,0.99010003
29021,Buchanan County,"Buchanan County, MO",43937,0.9903
38073,Ransom County,"Ransom County, ND",4379,0.99040002
6013,Contra Costa County,"Contra Costa County, CA",467240,0.99049997
27149,Stevens County,"Stevens County, MN",5709,0.99049997
34029,Ocean County,"Ocean County, NJ",343388,0.99049997
6067,Sacramento County,"Sacramento County, CA",652172,0.99070001
28047,Harrison County,"Harrison County, MS",104697,0.99070001
18081,Johnson County,"Johnson County, IN",73047,0.99080002
27003,Anoka County,"Anoka County, MN",156403,0.99080002
39161,Van Wert County,"Van Wert County, OH",15137,0.99080002
20173,Sedgwick County,"Sedgwick County, KS",266328,0.991
38079,Rolette County,"Rolette County, ND",8776,0.991
12086,Miami-Dade County,"Miami-Dade County, FL",1221119,0.99110001
27011,Big Stone County,"Big Stone County, MN",4163,0.99110001
27027,Clay County,"Clay County, MN",30683,0.99110001
46037,Day County,"Day County, SD",5708,0.99110001
46115,Spink County,"Spink County, SD",4838,0.99110001
48007,Aransas County,"Aransas County, TX",18887,0.99110001
21119,Knott County,"Knott County, KY",7939,0.99119997
38089,Stark County,"Stark County, ND",17388,0.99119997
44001,Bristol County,"Bristol County, RI",24067,0.99129999
36081,Queens County,"Queens County, NY",987996,0.9914
27039,Dodge County,"Dodge County, MN",9696,0.99150002
46057,Hamlin County,"Hamlin County, SD",4475,0.99150002
27019,Carver County,"Carver County, MN",48120,0.99159998
6001,Alameda County,"Alameda County, CA",698729,0.99169999
8003,Alamosa County,"Alamosa County, CO",9633,0.99180001
19137,Montgomery County,"Montgomery County, IA",6686,0.99180001
36047,Kings County,"Kings County, NY",1207055,0.99180001
46045,Edmunds County,"Edmunds County, SD",2802,0.99180001
19061,Dubuque County,"Dubuque County, IA",49709,0.99190003
20195,Trego County,"Trego County, KS",2603,0.99190003
46065,Hughes County,"Hughes County, SD",10019,0.99190003
48409,San Patricio County,"San Patricio County, TX",35895,0.99190003
17197,Will County,"Will County, IL",289976,0.99199998
19153,Polk County,"Polk County, IA",235581,0.99199998
51690,Martinsville city,"Martinsville city, VA",8009,0.99199998
31109,Lancaster County,"Lancaster County, NE",153215,0.9921
34017,Hudson County,"Hudson County, NJ",345373,0.9921
38055,McLean County,"McLean County, ND",8587,0.99220002
53071,Walla Walla County,"Walla Walla County, WA",29115,0.99220002
28045,Hancock County,"Hancock County, MS",26754,0.99229997
13107,Emanuel County,"Emanuel County, GA",12031,0.99239999
19167,Sioux County,"Sioux County, IA",17144,0.99239999
19195,Worth County,"Worth County, IA",4607,0.99239999
21189,Owsley County,"Owsley County, KY",2400,0.99250001
51775,Salem city,"Salem city, VA",12866,0.99250001
18097,Marion County,"Marion County, IN",481851,0.99260002
48437,Swisher County,"Swisher County, TX",4441,0.99260002
47131,Obion County,"Obion County, TN",17648,0.99269998
55061,Kewaunee County,"Kewaunee County, WI",11735,0.99269998
12011,Broward County,"Broward County, FL",932792,0.9928
13245,Richmond County,"Richmond County, GA",106895,0.9928
51153,Prince William County,"Prince William County, VA",169902,0.9928
18003,Allen County,"Allen County, IN",185562,0.99290001
33011,Hillsborough County,"Hillsborough County, NH",197457,0.99290001
36085,Richmond County,"Richmond County, NY",199653,0.99290001
13121,Fulton County,"Fulton County, GA",552136,0.99299997
34005,Burlington County,"Burlington County, NJ",215093,0.99299997
49035,Salt Lake County,"Salt Lake County, UT",511034,0.99299997
53033,King County,"King County, WA",1074421,0.99299997
47113,Madison County,"Madison County, TN",50993,0.99309999
9007,Middlesex County,"Middlesex County, CT",87264,0.9932
12115,Sarasota County,"Sarasota County, FL",281657,0.9932
13247,Rockdale County,"Rockdale County, GA",41731,0.9932
38053,McKenzie County,"McKenzie County, ND",12528,0.9932
19059,Dickinson County,"Dickinson County, IA",17049,0.99330002
46005,Beadle County,"Beadle County, SD",10788,0.99330002
46059,Hand County,"Hand County, SD",2395,0.99330002
38059,Morton County,"Morton County, ND",19107,0.99349999
6075,San Francisco County,"San Francisco County, CA",460008,0.99360001
17097,Lake County,"Lake County, IL",304844,0.99360001
39147,Seneca County,"Seneca County, OH",29533,0.99370003
38097,Traill County,"Traill County, ND",5285,0.99379998
46099,Minnehaha County,"Minnehaha County, SD",99203,0.99379998
48273,Kleberg County,"Kleberg County, TX",16766,0.99379998
72067,Hormigueros Municipio,"Hormigueros Municipio, PR",8004,0.99379998
16001,Ada County,"Ada County, ID",232138,0.9939
27029,Clearwater County,"Clearwater County, MN",6251,0.9939
27159,Wadena County,"Wadena County, MN",8976,0.9939
42095,Northampton County,"Northampton County, PA",141890,0.9939
46049,Faulk County,"Faulk County, SD",1639,0.9939
47125,Montgomery County,"Montgomery County, TN",99075,0.9939
26065,Ingham County,"Ingham County, MI",139216,0.99400002
51570,Colonial Heights city,"Colonial Heights city, VA",9028,0.99400002
22095,St. John the Baptist Parish,"St. John the Baptist Parish, LA",20255,0.99409997
34001,Atlantic County,"Atlantic County, NJ",152252,0.99409997
38061,Mountrail County,"Mountrail County, ND",8319,0.99409997
13181,Lincoln County,"Lincoln County, GA",5352,0.99419999
12099,Palm Beach County,"Palm Beach County, FL",776780,0.99430001
24005,Baltimore County,"Baltimore County, MD",382362,0.99430001
26125,Oakland County,"Oakland County, MI",620579,0.99430001
33015,Rockingham County,"Rockingham County, NH",157283,0.99430001
20057,Ford County,"Ford County, KS",15072,0.99440002
25023,Plymouth County,"Plymouth County, MA",243751,0.99440002
36061,New York County,"New York County, NY",1035304,0.99440002
45029,Colleton County,"Colleton County, SC",24213,0.99440002
19041,Clay County,"Clay County, IA",10360,0.99449998
51670,Hopewell city,"Hopewell city, VA",11408,0.99449998
72137,Toa Baja Municipio,"Toa Baja Municipio, PR",36750,0.99449998
46011,Brookings County,"Brookings County, SD",19325,0.9946
72061,Guaynabo Municipio,"Guaynabo Municipio, PR",47728,0.9946
38069,Pierce County,"Pierce County, ND",3392,0.99470001
47093,Knox County,"Knox County, TN",237749,0.99470001
26099,Macomb County,"Macomb County, MI",413205,0.99479997
26163,Wayne County,"Wayne County, MI",866445,0.99489999
31001,Adams County,"Adams County, NE",17143,0.99489999
34015,Gloucester County,"Gloucester County, NJ",135525,0.99489999
46035,Davison County,"Davison County, SD",12358,0.995
51840,Winchester city,"Winchester city, VA",14849,0.995
72127,San Juan Municipio,"San Juan Municipio, PR",204852,0.995
51760,Richmond city,"Richmond city, VA",123590,0.99510002
10001,Kent County,"Kent County, DE",90066,0.99519998
24003,Anne Arundel County,"Anne Arundel County, MD",260363,0.99519998
42017,Bucks County,"Bucks County, PA",289272,0.99519998
37171,Surry County,"Surry County, NC",44215,0.99529999
39033,Crawford County,"Crawford County, OH",23968,0.99529999
46013,Brown County,"Brown County, SD",22795,0.99529999
13063,Clayton County,"Clayton County, GA",124950,0.99540001
17041,Douglas County,"Douglas County, IL",10858,0.99550003
24045,Wicomico County,"Wicomico County, MD",50863,0.99550003
41051,Multnomah County,"Multnomah County, OR",485099,0.99550003
18085,Kosciusko County,"Kosciusko County, IN",46479,0.99559999
20051,Ellis County,"Ellis County, KS",15657,0.99559999
32031,Washoe County,"Washoe County, NV",233706,0.99559999
37193,Wilkes County,"Wilkes County, NC",41228,0.99559999
72005,Aguadilla Municipio,"Aguadilla Municipio, PR",28896,0.9957
10003,New Castle County,"New Castle County, DE",260274,0.99580002
18163,Vanderburgh County,"Vanderburgh County, IN",95182,0.99580002
38015,Burleigh County,"Burleigh County, ND",51165,0.99580002
27173,Yellow Medicine County,"Yellow Medicine County, MN",6160,0.99589998
34039,Union County,"Union County, NJ",236095,0.99589998
55078,Menominee County,"Menominee County, WI",2662,0.99589998
13089,DeKalb County,"DeKalb County, GA",368135,0.99599999
24047,Worcester County,"Worcester County, MD",62936,0.99599999
24510,Baltimore city,"Baltimore city, MD",322768,0.99599999
47137,Pickett County,"Pickett County, TN",4246,0.99599999
20081,Haskell County,"Haskell County, KS",2072,0.99610001
24027,Howard County,"Howard County, MD",135644,0.99610001
42091,Montgomery County,"Montgomery County, PA",384822,0.99610001
72021,BayamÃ³n Municipio,"BayamÃ³n Municipio, PR",90847,0.99610001
20069,Gray County,"Gray County, KS",3194,0.99620003
25005,Bristol County,"Bristol County, MA",271248,0.99620003
13025,Brantley County,"Brantley County, GA",9415,0.99629998
46063,Harding County,"Harding County, SD",1089,0.99629998
47067,Hancock County,"Hancock County, TN",4616,0.99629998
5055,Greene County,"Greene County, AR",22731,0.9964
18049,Fulton County,"Fulton County, IN",11986,0.9964
49011,Davis County,"Davis County, UT",134249,0.9964
8005,Arapahoe County,"Arapahoe County, CO",293522,0.99650002
16067,Minidoka County,"Minidoka County, ID",10665,0.99650002
25001,Barnstable County,"Barnstable County, MA",182688,0.99650002
47041,DeKalb County,"DeKalb County, TN",12052,0.99650002
8014,Broomfield County,"Broomfield County, CO",35653,0.99659997
13317,Wilkes County,"Wilkes County, GA",6360,0.99669999
48497,Wise County,"Wise County, TX",35098,0.99669999
27091,Martin County,"Martin County, MN",12512,0.99680001
55039,Fond du Lac County,"Fond du Lac County, WI",53720,0.99690002
13067,Cobb County,"Cobb County, GA",347747,0.99699998
47065,Hamilton County,"Hamilton County, TN",183742,0.99699998
24033,Prince George's County,"Prince George's County, MD",387166,0.9971
42101,Philadelphia County,"Philadelphia County, PA",783557,0.9971
47037,Davidson County,"Davidson County, TN",399779,0.9971
51540,Charlottesville city,"Charlottesville city, VA",24839,0.9971
27119,Polk County,"Polk County, MN",17979,0.99720001
17043,DuPage County,"DuPage County, IL",409929,0.99730003
27053,Hennepin County,"Hennepin County, MN",649077,0.99739999
27151,Swift County,"Swift County, MN",6107,0.99739999
10005,Sussex County,"Sussex County, DE",187628,0.9975
20167,Russell County,"Russell County, KS",5215,0.9975
42003,Allegheny County,"Allegheny County, PA",665718,0.9975
51678,Lexington city,"Lexington city, VA",3209,0.9975
51683,Manassas city,"Manassas city, VA",19632,0.9975
17031,Cook County,"Cook County, IL",2504430,0.99760002
21147,McCreary County,"McCreary County, KY",7641,0.99760002
27161,Waseca County,"Waseca County, MN",9541,0.99760002
46129,Walworth County,"Walworth County, SD",4214,0.99760002
13043,Candler County,"Candler County, GA",5560,0.99769998
51610,Falls Church city,"Falls Church city, VA",7085,0.99769998
38077,Richland County,"Richland County, ND",10655,0.99779999
25009,Essex County,"Essex County, MA",368970,0.99800003
47045,Dyer County,"Dyer County, TN",19454,0.99800003
18033,DeKalb County,"DeKalb County, IN",22038,0.99809998
24031,Montgomery County,"Montgomery County, MD",431284,0.99809998
25017,Middlesex County,"Middlesex County, MA",738853,0.99809998
27165,Watonwan County,"Watonwan County, MN",6239,0.9982
39173,Wood County,"Wood County, OH",68604,0.9982
47087,Jackson County,"Jackson County, TN",7120,0.9982
20065,Graham County,"Graham County, KS",2371,0.99830002
27047,Freeborn County,"Freeborn County, MN",16569,0.99830002
27083,Lyon County,"Lyon County, MN",14388,0.99830002
40001,Adair County,"Adair County, OK",10301,0.99830002
42045,Delaware County,"Delaware County, PA",249416,0.99830002
1075,Lamar County,"Lamar County, AL",9384,0.99839997
21127,Lawrence County,"Lawrence County, KY",9644,0.99839997
27123,Ramsey County,"Ramsey County, MN",249768,0.99839997
34007,Camden County,"Camden County, NJ",238777,0.99839997
39137,Putnam County,"Putnam County, OH",18030,0.99839997
46109,Roberts County,"Roberts County, SD",7039,0.99839997
21237,Wolfe County,"Wolfe County, KY",4806,0.99849999
31015,Boyd County,"Boyd County, NE",1976,0.99849999
38027,Eddy County,"Eddy County, ND",1992,0.99849999
47135,Perry County,"Perry County, TN",5906,0.99849999
48017,Bailey County,"Bailey County, TX",3883,0.99849999
25021,Norfolk County,"Norfolk County, MA",324429,0.99860001
28003,Alcorn County,"Alcorn County, MS",19247,0.99860001
47129,Morgan County,"Morgan County, TN",10393,0.99860001
38017,Cass County,"Cass County, ND",100517,0.99870002
38081,Sargent County,"Sargent County, ND",3085,0.99870002
11001,District of Columbia,"District of Columbia, DC",382605,0.99879998
19189,Winnebago County,"Winnebago County, IA",6460,0.99879998
47015,Cannon County,"Cannon County, TN",7622,0.99879998
20055,Finney County,"Finney County, KS",25253,0.9989
38045,LaMoure County,"LaMoure County, ND",4478,0.9989
19063,Emmet County,"Emmet County, IA",6133,0.99900001
38033,Golden Valley County,"Golden Valley County, ND",2343,0.99910003
48379,Rains County,"Rains County, TX",8529,0.99910003
1093,Marion County,"Marion County, AL",17565,0.99919999
19021,Buena Vista County,"Buena Vista County, IA",10596,0.99919999
27073,Lac qui Parle County,"Lac qui Parle County, MN",4836,0.99919999
46101,Moody County,"Moody County, SD",3975,0.99919999
47027,Clay County,"Clay County, TN",5237,0.99919999
51510,Alexandria city,"Alexandria city, VA",88874,0.99919999
21109,Jackson County,"Jackson County, KY",8655,0.9993
48485,Wichita County,"Wichita County, TX",62411,0.9993
72029,CanÃ³vanas Municipio,"CanÃ³vanas Municipio, PR",20176,0.9993
21063,Elliott County,"Elliott County, KY",3589,0.99940002
21165,Menifee County,"Menifee County, KY",4805,0.99940002
72119,RÃ­o Grande Municipio,"RÃ­o Grande Municipio, PR",25854,0.99940002
25025,Suffolk County,"Suffolk County, MA",415307,0.99949998
38051,McIntosh County,"McIntosh County, ND",3661,0.99949998
47085,Humphreys County,"Humphreys County, TN",10642,0.99949998
47111,Macon County,"Macon County, TN",13303,0.99949998
8031,Denver County,"Denver County, CO",380155,0.99959999
37005,Alleghany County,"Alleghany County, NC",8971,0.99959999
51720,Norton city,"Norton city, VA",2325,0.99959999
38025,Dunn County,"Dunn County, ND",3907,0.99970001
38021,Dickey County,"Dickey County, ND",4466,0.99980003
38057,Mercer County,"Mercer County, ND",6195,0.99980003
47133,Overton County,"Overton County, TN",12712,0.99980003
51013,Arlington County,"Arlington County, VA",123946,0.99980003
51520,Bristol city,"Bristol city, VA",10025,0.99980003
21175,Morgan County,"Morgan County, KY",7210,0.99989998
37009,Ashe County,"Ashe County, NC",22768,0.99989998
38099,Walsh County,"Walsh County, ND",7847,0.99989998
47049,Fentress County,"Fentress County, TN",11445,0.99989998
13031,Bulloch County,"Bulloch County, GA",39323,1
